conversion_id,device_id,game_id,revenue_usd,event_timestamp,received_timestamp,conversion_type
227ea7aa4573896f,a2380c5e4dc28261,game_004,1.68,2025-01-01T23:47:12Z,2025-01-02T00:31:03Z,install
49b2ec6de6d85144,446be3b3875bd28d,game_005,4.19,2025-01-05T02:55:04Z,2025-01-05T03:38:06Z,install
d677dedd794e1c6c,68ec638176753714,game_005,9.88,2025-01-26T09:37:05Z,2025-01-26T10:08:46Z,purchase
29d8b6cc908e5692,8d73e983f67852cd,game_001,9.29,2025-01-18T21:02:44Z,2025-01-18T21:53:40Z,install
462b8ad538eeda7a,951299f5dcf1368c,game_004,4.93,2025-01-22T06:35:56Z,2025-01-22T06:47:43Z,install
2dfc4b8d7b43ab6a,af5a218f7b2be260,game_003,3.73,2025-01-23T20:19:03Z,2025-01-23T20:57:00Z,install
771f442802b480b0,bb91209c070c649b,game_001,10.36,2025-01-24T23:02:23Z,2025-01-24T23:24:19Z,install
9df68fd90ab3f2fc,5d00dd668b812f40,game_001,12.04,2025-01-06T12:04:09Z,2025-01-06T12:09:03Z,install
9e6d568285ddcc88,,game_002,1.52,2025-01-13T21:13:51Z,2025-01-13T21:22:53Z,install
bfa212cb339b6d09,,game_002,1.23,2025-01-02T03:19:16Z,2025-01-02T03:56:29Z,install
d153a796873ca3f6,d846e6c2c8183c6c,game_004,3.08,2025-01-17T19:08:49Z,2025-01-17T19:38:10Z,install
51ac6a4003180974,065ccb9144541446,game_001,11.04,2025-01-22T23:58:15Z,2025-01-23T00:03:44Z,install
2bce11430e3cf63f,5c047dd1a3695d10,game_005,7.46,2025-01-23T19:36:42Z,2025-01-23T19:46:56Z,install
99bd3489fa3ef1bd,9680447a66172559,game_002,4.17,2025-01-18T08:16:14Z,2025-01-18T08:46:08Z,purchase
a4e632f2a7e29010,dd07f8a2a5101a66,game_003,1.62,2025-01-14T03:04:07Z,2025-01-14T03:13:06Z,subscription
3d1f95b4de5084e4,bde259f32be9b397,game_001,10.68,2025-01-20T09:25:06Z,2025-01-20T09:37:48Z,subscription
c6d3b7af32a908d9,173f4b7ff4395319,game_002,2.46,2025-02-02T16:42:39Z,2025-02-02T17:24:07Z,purchase
c861b46dbb948060,e5a819aede426c78,game_002,3.1,2025-01-31T07:30:05Z,2025-01-31T07:34:49Z,subscription
28dd495cb6973f38,9808f6b873630916,game_002,7.96,2025-01-21T04:18:13Z,2025-01-21T04:45:25Z,subscription
7ff862115d30b110,25765beec017f82d,game_001,10.7,2025-01-26T05:24:00Z,2025-01-26T05:37:00Z,install
e8386a0890499e92,f7fb034c9e1370c1,game_002,4.0,2025-01-11T07:40:39Z,2025-01-11T07:43:27Z,subscription
53ea6a89aed37148,,game_001,4.0,2025-01-29T16:45:02Z,2025-01-29T17:34:34Z,install
cf1a8ad0f6baa457,93cc377f7ee7308d,game_001,13.28,2025-01-21T10:09:14Z,2025-01-21T11:06:22Z,purchase
ec52b998eda2c2d1,76118120a411f92c,game_004,3.62,2025-01-27T16:49:10Z,2025-01-27T17:37:11Z,purchase
0acff70a1126a8a1,db727cc096c3eacb,game_003,2.07,2025-01-27T13:05:16Z,2025-01-27T13:54:17Z,purchase
f08aa89eb8ddcbb0,2022e578010f0b26,game_002,5.18,2025-02-03T06:06:01Z,2025-02-03T06:48:20Z,subscription
dd2a6226eb6a22a0,f28ca22c0cc4b5a2,game_001,5.29,2025-01-31T03:55:00Z,2025-01-31T03:57:11Z,install
3164948196002f32,dac493a72dca3cf4,game_001,6.7,2025-01-23T02:45:04Z,2025-01-23T02:48:57Z,subscription
faf482ebf9fe47ec,afc2767c9d597025,game_003,3.89,2025-01-26T07:51:38Z,2025-01-26T07:51:53Z,install
9b7ec33d0d10bb69,8e8b0787a5ec5589,game_003,4.97,2025-01-08T00:02:49Z,2025-01-08T00:39:09Z,install
1a94801a6b591731,0ec643ed9d11231f,game_003,,2025-01-09T12:45:41Z,2025-01-12T12:45:41Z,purchase
0a52ddafc81b7e18,d6884521ea7806fc,game_005,7.09,2025-02-04T15:52:15Z,2025-02-04T16:18:21Z,install
94a8b69341a8875d,262cfca97a5f0c94,game_003,4.63,2025-01-11T17:39:45Z,2025-01-11T18:17:54Z,install
7dbf94960acbf5ba,56568bc776bcb3a4,game_004,2.19,2025-01-16T20:32:51Z,2025-01-16T20:39:13Z,install
4ad2869685771fdd,d48d2daddbc50248,game_001,7.08,2025-02-02T06:43:42Z,2025-02-02T07:33:10Z,purchase
2fd596ae546569ec,89a2bfad38e993f7,game_004,4.62,2025-02-01T10:35:39Z,2025-02-01T11:16:03Z,subscription
91f14e5fd1215961,1eb03820b6cf537b,game_005,8.49,2025-01-13T07:20:13Z,2025-01-13T08:11:26Z,subscription
e2d8327da92a5f4b,eff141f5c68abfbb,game_002,3.18,2025-01-25T06:21:44Z,2025-01-25T06:45:06Z,purchase
