impression_id,campaign_id,game_id,cost_usd,event_timestamp,received_timestamp,platform
c28f8e424e17d6c6,camp_007,game_004,0.1918,2025-01-19T05:17:33Z,2025-01-19T05:27:09Z,ios
52379b3f5a7d1bae,camp_002,game_001,0.0336,2025-01-13T20:44:42Z,2025-01-13T20:46:53Z,android
23558665c3dddac4,camp_001,game_001,0.0585,2025-01-03T18:51:13Z,2025-01-03T19:06:59Z,android
b9fb0847d5050f3b,camp_001,game_001,0.0435,2025-01-30T00:06:47Z,2025-01-30T00:21:38Z,ios
da47315851097200,camp_004,game_002,0.0419,2025-01-03T12:53:20Z,2025-01-03T13:14:54Z,ios
e1febd6786fdbabc,camp_004,game_002,0.0421,2025-01-20T04:40:25Z,2025-01-20T05:08:46Z,ios
92442b562d4de9ba,camp_007,game_004,0.2004,2025-01-17T18:49:05Z,2025-01-17T18:53:13Z,ios
6f6ebfd4bdcfa287,camp_004,game_002,0.0402,2025-01-08T05:25:14Z,2025-01-08T05:30:14Z,android
bda6c43a8527d840,camp_004,game_002,0.0416,2025-01-02T11:54:32Z,2025-01-02T12:07:28Z,ios
4fb9055c14cb2968,camp_001,game_001,0.0485,2025-01-07T07:35:13Z,2025-01-07T07:54:06Z,ios
5d9eadded61df125,camp_002,game_001,0.0396,2025-01-28T23:58:09Z,2025-01-29T00:10:46Z,android
01d8ae180d5a932c,camp_005,game_003,0.0822,2025-01-28T23:50:43Z,2025-01-28T23:55:43Z,ios
1fc5bfc5837e12af,camp_008,game_004,0.1845,2025-01-24T02:28:53Z,2025-01-24T02:58:06Z,ios
c94a9f8b0ea39aeb,camp_005,game_003,0.0592,2025-01-06T15:29:18Z,2025-01-06T15:37:57Z,ios
e930a221bc561120,camp_004,game_002,0.0467,2025-01-15T16:56:12Z,2025-01-15T17:16:13Z,ios
98ae0b0c212b74e3,camp_001,game_001,0.0512,2025-01-23T14:39:36Z,2025-01-23T14:56:46Z,ios
72eb986626c2f413,camp_006,game_003,0.0464,2025-01-08T01:20:31Z,2025-01-08T01:48:36Z,android
f8c3ac2595db00f9,camp_001,game_001,0.0407,2025-01-12T11:36:53Z,2025-01-12T11:59:41Z,android
4f7acdbaaca9e927,camp_003,game_002,0.0535,2025-01-20T03:06:08Z,2025-01-20T03:08:18Z,ios
b8ff99239dac2b4d,camp_007,game_004,0.1971,2025-01-11T15:49:13Z,2025-01-11T15:54:13Z,ios
9745d076402ee478,camp_005,game_003,0.07,2025-01-13T17:51:07Z,2025-01-13T17:56:16Z,android
61ded79a68b14de3,camp_003,game_002,0.0537,2025-01-17T00:28:56Z,2025-01-17T00:53:12Z,android
ae96d0e385468910,camp_005,game_003,0.0681,2025-01-24T05:46:28Z,2025-01-24T06:12:30Z,ios
4a2555a0e86ae4e3,camp_003,game_002,0.0518,2025-01-11T07:56:34Z,2025-01-11T08:25:28Z,android
257212b66a218e65,camp_009,game_005,0.0,2025-01-27T15:09:07Z,2025-01-27T15:22:51Z,ios
c38c26436f19b567,camp_005,game_003,0.0771,2025-01-13T14:28:01Z,2025-01-13T14:33:49Z,ios
c97ddf0ea7eafcd4,camp_007,game_004,0.151,2025-01-06T13:42:52Z,2025-01-06T14:10:30Z,ios
299557509ab3d4e1,camp_005,game_003,0.0825,2025-01-25T01:59:19Z,2025-01-25T02:23:17Z,ios
ba531f667bcf93d3,camp_008,game_004,0.1771,2025-01-28T13:55:13Z,2025-01-28T14:12:47Z,android
41601b05ebe91701,camp_003,game_002,0.05,2025-01-26T09:02:29Z,2025-01-26T09:16:39Z,android
7fde376eb775b0da,camp_002,game_001,0.0336,2025-01-01T11:49:51Z,2025-01-01T11:51:07Z,ios
8bf318666ad3bf30,camp_006,game_003,0.0434,2025-01-12T17:52:04Z,2025-01-12T17:59:42Z,android
e953d9f7a22098a2,camp_009,game_005,0.0,2025-01-26T16:45:31Z,2025-01-26T17:01:16Z,ios
701be1a956297b74,camp_001,game_001,0.0502,2025-01-27T02:24:03Z,2025-01-27T02:25:25Z,ios
e76f8582ab3c7dfd,camp_006,game_003,0.0427,2025-01-26T00:43:39Z,2025-01-26T00:47:41Z,android
a368d7fab9583979,camp_008,game_004,0.138,2025-01-01T00:03:52Z,2025-01-01T00:22:46Z,ios
30985417a370433b,camp_006,game_003,0.0475,2025-01-26T23:18:18Z,2025-01-26T23:25:08Z,android
bcef9f21518c124d,camp_003,game_002,0.0633,2025-01-12T01:19:08Z,2025-01-12T01:40:07Z,ios
5b9dce9ebcc76797,camp_002,game_001,0.0419,2025-01-25T23:56:13Z,2025-01-26T00:08:53Z,android
eb7258ae9873ea5a,camp_003,game_002,0.0535,2025-01-16T07:45:50Z,2025-01-16T08:06:59Z,ios
7be31f5a9587790f,camp_004,game_002,0.0467,2025-01-25T10:47:10Z,2025-01-25T10:50:05Z,ios
02319d1caf495c2c,camp_007,game_004,0.1681,2025-01-17T20:06:06Z,2025-01-17T20:11:00Z,android
0013abcd86685731,camp_001,game_001,0.0447,2025-01-05T18:34:10Z,2025-01-05T19:03:20Z,ios
d2ab3b1fcd8a04dd,camp_005,game_003,0.0641,2025-01-14T04:56:38Z,2025-01-14T05:00:13Z,android
3c140d11f930b6e6,camp_002,game_001,0.0431,2025-01-18T11:54:02Z,2025-01-18T12:14:48Z,android
debc807aadcda1fd,camp_007,game_004,0.1521,2025-01-25T22:48:43Z,2025-01-25T23:11:49Z,ios
f6fc6a082d102844,camp_009,game_005,0.0,2025-01-15T13:01:22Z,2025-01-15T13:16:05Z,android
ccaab5658f565eeb,camp_005,game_003,0.0702,2025-01-25T15:26:26Z,2025-01-25T15:51:00Z,ios
a2c6bc86be0aaf9d,camp_002,game_001,0.0448,2025-01-18T14:52:25Z,2025-01-18T15:12:54Z,ios
2962757dca6004c8,camp_007,game_004,0.1719,2025-01-11T09:58:35Z,2025-01-11T10:15:06Z,ios
cecf460499af5023,camp_006,game_003,0.0548,2025-01-22T00:26:14Z,2025-01-22T00:38:03Z,android
3c17b3be6c570134,camp_009,game_005,0.0,2025-01-19T20:16:16Z,2025-01-19T20:45:59Z,android
72e63a676e971b5a,camp_009,game_005,0.0,2025-01-01T10:42:40Z,2025-01-01T11:02:06Z,ios
350f11cf29296e73,camp_005,game_003,0.083,2025-01-15T15:49:28Z,2025-01-15T16:03:06Z,ios
626ceef2587e4702,camp_009,game_005,0.0,2025-01-18T10:21:51Z,2025-01-18T10:23:27Z,ios
7380c6a1f587112c,camp_009,game_005,0.0,2025-01-08T19:28:54Z,2025-01-08T19:58:36Z,ios
c0aa2b2ddebe531f,camp_003,game_002,0.0707,2025-01-23T05:01:44Z,2025-01-23T05:11:14Z,ios
195ab95d4e500d68,camp_007,game_004,0.1802,2025-01-03T19:52:59Z,2025-01-03T19:57:36Z,ios
645fbb7b7a36ceb6,camp_009,game_005,0.0,2025-01-24T19:10:34Z,2025-01-24T19:11:02Z,ios
ddfb01b108a9200b,camp_004,game_002,0.0552,2025-01-29T01:56:16Z,2025-01-29T02:17:39Z,ios
29cfb37fafbef2c6,camp_005,game_003,0.0642,2025-01-01T02:33:15Z,2025-01-01T02:36:08Z,ios
9e40a8c3df0f480f,camp_002,game_001,0.0464,2025-01-08T00:23:28Z,2025-01-08T00:39:36Z,ios
ff344060405143f9,camp_002,game_001,0.0359,2025-01-28T21:30:11Z,2025-01-28T21:33:51Z,ios
c0e931f9e730604c,camp_006,game_003,0.0542,2025-01-14T23:34:45Z,2025-01-14T23:55:58Z,ios
490de8ac64299822,camp_005,game_003,0.068,2025-01-09T18:25:19Z,2025-01-09T18:43:47Z,ios
7dbaaa14365aee93,camp_007,game_004,0.2121,2025-01-11T08:38:08Z,2025-01-11T08:47:25Z,android
1012ab3e4d8696f6,camp_004,game_002,0.0523,2025-01-20T05:59:57Z,2025-01-20T06:00:20Z,ios
2ac722bdaa143abf,camp_002,game_001,0.0455,2025-01-13T11:39:23Z,2025-01-13T11:54:43Z,android
34fce536e05923e9,camp_008,game_004,0.1521,2025-01-19T02:19:10Z,2025-01-19T02:27:22Z,android
313473c908a05985,camp_006,game_003,0.0484,2025-01-24T20:44:41Z,2025-01-24T20:48:49Z,ios
e856e1ab956c47ad,camp_009,game_005,0.0,2025-01-13T12:21:03Z,2025-01-13T12:50:36Z,android
338c6200b3246d8f,camp_004,game_002,0.0481,2025-01-24T00:56:51Z,2025-01-24T01:18:34Z,android
d6c24da76fa3f6a1,camp_001,game_001,0.0499,2025-01-29T12:19:10Z,2025-01-29T12:42:55Z,ios
ca98e8296c94216e,camp_006,game_003,0.0411,2025-01-09T14:33:09Z,2025-01-09T14:47:30Z,android
f9e24d7144e81db1,camp_006,game_003,0.0437,2025-01-10T08:24:37Z,2025-01-10T08:53:17Z,ios
e8a0641114d0aefb,camp_006,game_003,0.0462,2025-01-29T03:04:11Z,2025-01-29T03:28:06Z,ios
bd1fe01ce1215a08,camp_007,game_004,0.1868,2025-01-11T07:37:28Z,2025-01-11T07:46:20Z,android
0825d3c55fcaaff1,camp_004,game_002,0.0543,2025-01-14T11:49:36Z,2025-01-14T12:14:36Z,ios
66eb037c61e14777,camp_008,game_004,0.1526,2025-01-09T06:09:53Z,2025-01-09T06:16:23Z,ios
c67be41bdd83c372,camp_009,game_005,0.0,2025-01-17T19:19:07Z,2025-01-17T19:25:51Z,ios
a4eb7611eb5b9534,camp_009,game_005,0.0,2025-01-27T01:34:11Z,2025-01-27T02:00:10Z,android
62bc4978d46c6be7,camp_001,game_001,0.0545,2025-01-20T13:03:48Z,2025-01-20T13:12:10Z,ios
85813571c75cfebe,camp_004,game_002,0.0406,2025-01-26T20:13:21Z,2025-01-26T20:27:03Z,android
cada09b4a98bf835,camp_002,game_001,0.0335,2025-01-14T19:35:44Z,2025-01-14T19:45:48Z,android
d1e776f5aa014de7,camp_003,game_002,0.0602,2025-01-28T09:06:40Z,2025-01-28T09:20:49Z,android
eccf6ffff8ea50af,camp_005,game_003,0.0759,2025-01-09T15:00:40Z,2025-01-09T15:02:36Z,android
a22c5365d3bea41a,camp_008,game_004,0.1804,2025-01-26T14:38:45Z,2025-01-26T14:58:46Z,ios
38c82d830f993500,camp_007,game_004,0.1614,2025-01-11T14:21:01Z,2025-01-11T14:38:01Z,android
491f044d5911a748,camp_004,game_002,0.046,2025-01-25T22:44:32Z,2025-01-25T22:45:32Z,ios
064dc6b1098dad5d,camp_009,game_005,0.0,2025-01-22T19:24:41Z,2025-01-22T19:30:09Z,ios
ca9fbcc3f86d0914,camp_009,game_005,0.0,2025-01-16T13:23:37Z,2025-01-16T13:51:32Z,ios
7537b3dc0243f4f2,camp_009,game_005,0.0,2025-01-11T07:10:48Z,2025-01-11T07:27:48Z,android
4b907cc2d3f4f4bb,camp_003,game_002,0.0634,2025-01-13T18:32:45Z,2025-01-13T18:49:36Z,ios
06f143524b6fe874,camp_008,game_004,0.1764,2025-01-17T04:55:34Z,2025-01-17T04:59:07Z,android
0256976b046cdb7d,camp_005,game_003,0.0702,2025-01-26T18:34:36Z,2025-01-26T18:59:00Z,ios
4a7f6ce2c310512d,camp_004,game_002,0.0513,2025-01-11T03:36:39Z,2025-01-11T04:05:37Z,ios
d1f60c969d8cbe8a,camp_002,game_001,0.039,2025-01-08T11:23:21Z,2025-01-08T11:32:10Z,ios
f4ebde4fac132853,camp_003,game_002,0.0702,2025-01-21T17:59:23Z,2025-01-21T18:08:41Z,ios
eb2e56c304c7585b,camp_004,game_002,0.056,2025-01-05T21:17:16Z,2025-01-05T21:19:55Z,android
c0ce231d9a79e9ea,camp_005,game_003,0.0785,2025-01-08T02:53:22Z,2025-01-08T03:04:08Z,android
64c48c04e3bf37c2,camp_008,game_004,0.187,2025-01-01T15:55:40Z,2025-01-01T16:10:34Z,ios
8a41b0e1568a0252,camp_006,game_003,0.0577,2025-01-24T00:15:08Z,2025-01-24T00:18:34Z,ios
9bcbf4a762d5cffe,camp_004,game_002,0.0468,2025-01-09T17:35:25Z,2025-01-09T17:46:47Z,ios
5cae134645ce633c,camp_007,game_004,0.1958,2025-01-11T07:05:02Z,2025-01-11T07:26:05Z,android
6ac902eaa889efd7,camp_007,game_004,0.161,2025-01-05T05:17:49Z,2025-01-05T05:22:02Z,android
1b22a0aa5ce96dd5,camp_003,game_002,0.071,2025-01-07T00:20:55Z,2025-01-07T00:32:30Z,android
e7c7072072358ad1,camp_002,game_001,0.0461,2025-01-25T21:04:46Z,2025-01-25T21:19:37Z,android
05d2f13c08fcc5ff,camp_002,game_001,0.033,2025-01-30T01:35:22Z,2025-01-30T01:51:38Z,android
08e8118cd4cb5906,camp_002,game_001,0.0393,2025-01-17T04:59:07Z,2025-01-17T05:21:28Z,android
8f815a5b68fea9b5,camp_009,game_005,0.0,2025-01-16T18:47:55Z,2025-01-16T19:00:04Z,ios
37967c7625e23115,camp_003,game_002,0.0539,2025-01-26T16:46:04Z,2025-01-26T16:57:57Z,android
b10d97f87d5ebb41,camp_005,game_003,0.0667,2025-01-13T03:58:48Z,2025-01-13T04:01:08Z,android
221fde6194506809,camp_001,game_001,0.0413,2025-01-23T07:00:23Z,2025-01-23T07:24:31Z,android
dc57892ab995bf8c,camp_002,game_001,0.0377,2025-01-14T04:21:43Z,2025-01-14T04:42:05Z,android
c7feafe88a461373,camp_006,game_003,0.0547,2025-01-27T10:11:56Z,2025-01-27T10:31:44Z,android
8edf74ab4c3dfb0b,camp_005,game_003,0.0617,2025-01-27T23:09:18Z,2025-01-27T23:36:16Z,android
fa832f664c6b9018,camp_007,game_004,0.2065,2025-01-24T16:11:28Z,2025-01-24T16:15:09Z,android
36f8d45ed7a143e3,camp_004,game_002,0.0453,2025-01-27T10:55:11Z,2025-01-27T11:02:10Z,ios
11c9f8da05005d1a,camp_003,game_002,0.0566,2025-01-09T04:53:30Z,2025-01-09T04:58:04Z,android
c83cf1d6c163b1b1,camp_003,game_002,0.0527,2025-01-19T02:43:04Z,2025-01-19T03:09:41Z,ios
e386118d7fc4318c,camp_006,game_003,0.0595,2025-01-01T10:21:23Z,2025-01-01T10:38:07Z,android
e40d1c9a9619c9a9,camp_009,game_005,0.0,2025-01-22T22:40:49Z,2025-01-22T23:01:41Z,android
fd567420d29ec47b,camp_001,game_001,0.0435,2025-01-24T12:30:47Z,2025-01-24T12:54:44Z,android
ac6c03dc592a2304,camp_002,game_001,0.0395,2025-01-06T14:30:33Z,2025-01-06T14:56:32Z,ios
4526b47da5eb33e0,camp_007,game_004,0.1521,2025-01-23T08:45:52Z,2025-01-23T09:07:36Z,android
0ccbaccd7bedbbf7,camp_006,game_003,0.0557,2025-01-11T17:15:41Z,2025-01-11T17:24:51Z,android
eaa2b1cf231143c4,camp_001,game_001,0.0566,2025-01-05T04:12:26Z,2025-01-05T04:18:23Z,android
fe24eaf88c9fd441,camp_006,game_003,0.0582,2025-01-01T07:24:02Z,2025-01-01T07:31:22Z,android
f6041a7a758d982c,camp_007,game_004,0.1611,2025-01-24T16:51:25Z,2025-01-24T16:53:12Z,ios
09f02df80e6b750b,camp_008,game_004,0.1463,2025-01-27T00:47:43Z,2025-01-27T00:47:48Z,android
05fb1e86fdc6bb20,camp_007,game_004,0.1558,2025-01-22T09:21:31Z,2025-01-22T09:23:13Z,ios
ad0eca8b56a87cbb,camp_005,game_003,0.0718,2025-01-20T19:51:50Z,2025-01-20T20:08:45Z,android
1bfd91d62b12aa33,camp_009,game_005,0.0,2025-01-05T13:47:26Z,2025-01-05T14:10:14Z,ios
7942e8bf907e33a5,camp_002,game_001,0.0425,2025-01-11T11:46:22Z,2025-01-11T12:09:53Z,android
5b03126f8e269627,camp_007,game_004,0.1913,2025-01-24T01:24:06Z,2025-01-24T01:38:53Z,ios
c077c41f5136aebd,camp_001,game_001,0.0566,2025-01-06T09:45:54Z,2025-01-06T10:07:46Z,android
60bf94e9e3d3ee34,camp_006,game_003,0.0471,2025-01-24T00:15:32Z,2025-01-24T00:18:25Z,ios
10ab01c296cc7d90,camp_004,game_002,0.0552,2025-01-03T19:13:13Z,2025-01-03T19:36:20Z,ios
1cc169b7514cf90d,camp_008,game_004,0.1429,2025-01-24T05:23:35Z,2025-01-24T05:48:26Z,ios
dc46a368a9cf44e5,camp_002,game_001,0.046,2025-01-26T20:41:56Z,2025-01-26T21:10:51Z,android
da98f2651d1e0e05,camp_008,game_004,0.1496,2025-01-16T06:59:53Z,2025-01-16T07:17:53Z,android
0b16c8b951058ca3,camp_001,game_001,0.0451,2025-01-19T20:43:43Z,2025-01-19T20:49:45Z,ios
2aeb3d801409f586,camp_001,game_001,0.0442,2025-01-02T00:07:06Z,2025-01-02T00:11:27Z,ios
8c4abec6b005a9d7,camp_006,game_003,0.0494,2025-01-02T18:43:35Z,2025-01-02T18:53:11Z,android
162cfcc6e515b26d,camp_001,game_001,0.0555,2025-01-25T08:47:43Z,2025-01-25T09:13:40Z,android
64b436dadcde40aa,camp_005,game_003,0.0735,2025-01-15T00:30:47Z,2025-01-15T00:52:28Z,ios
4b4f552601b792d7,camp_006,game_003,0.0461,2025-01-24T03:40:47Z,2025-01-24T04:03:58Z,android
90bdb2a17bb6e043,camp_005,game_003,0.0625,2025-01-23T10:13:05Z,2025-01-23T10:34:44Z,ios
6536a047281814c9,camp_003,game_002,0.071,2025-01-09T01:31:32Z,2025-01-09T01:49:34Z,android
a803f0f52ea433bb,camp_007,game_004,0.1942,2025-01-19T02:21:22Z,2025-01-19T02:35:02Z,android
9186c3b75ce0a308,camp_005,game_003,0.0731,2025-01-10T04:31:59Z,2025-01-10T04:46:30Z,android
8855c35484f092ca,camp_008,game_004,0.1486,2025-01-29T18:03:57Z,2025-01-29T18:08:15Z,android
0232c79e6d9f1294,camp_007,game_004,0.1903,2025-01-01T17:57:28Z,2025-01-01T18:24:30Z,android
f5ca003b559489d5,camp_008,game_004,0.1652,2025-01-29T21:57:11Z,2025-01-29T22:11:21Z,android
d3e2046568f967b6,camp_003,game_002,0.0628,2025-01-24T01:27:48Z,2025-01-24T01:36:34Z,ios
a328e257d82403bc,camp_006,game_003,0.0462,2025-01-05T20:35:41Z,2025-01-05T20:49:51Z,android
05e01102f001d2e4,camp_002,game_001,0.0452,2025-01-10T05:21:20Z,2025-01-10T05:36:58Z,android
1924ed0e8b075ab0,camp_006,game_003,0.0454,2025-01-15T11:46:32Z,2025-01-15T12:08:35Z,android
822ebf4e6b399c12,camp_005,game_003,0.0805,2025-01-03T18:23:04Z,2025-01-03T18:25:19Z,android
ba0f9df491ce4dba,camp_002,game_001,0.0431,2025-01-04T02:19:12Z,2025-01-04T02:40:55Z,android
115d533601882e09,camp_002,game_001,0.0342,2025-01-22T16:59:23Z,2025-01-22T17:09:03Z,ios
2cf23a348d666de2,camp_004,game_002,0.0418,2025-01-06T01:53:57Z,2025-01-06T01:56:27Z,ios
9ba5567796c29f9d,camp_007,game_004,0.2014,2025-01-08T22:27:28Z,2025-01-08T22:31:44Z,ios
ea56c678185abd8e,camp_007,game_004,0.2148,2025-01-05T08:46:38Z,2025-01-05T09:01:36Z,ios
4babb5d02dbc6735,camp_004,game_002,0.0495,2025-01-13T10:26:51Z,2025-01-13T10:52:14Z,ios
ba91ee19c7d33e4b,camp_002,game_001,0.0357,2025-01-25T06:17:08Z,2025-01-25T06:35:46Z,ios
935be2384a7f9133,camp_002,game_001,0.0427,2025-01-17T01:01:28Z,2025-01-17T01:15:29Z,android
3099a6438f9bc002,camp_005,game_003,0.0644,2025-01-26T13:59:02Z,2025-01-26T14:02:43Z,ios
a84adcab740cafd0,camp_007,game_004,0.1633,2025-01-05T18:11:51Z,2025-01-05T18:32:27Z,ios
fc5bba606762bf10,camp_002,game_001,0.0442,2025-01-27T17:53:37Z,2025-01-27T18:03:36Z,android
e3286813d687928f,camp_003,game_002,0.0661,2025-01-17T12:42:38Z,2025-01-17T12:45:33Z,android
f472378c42a197a0,camp_004,game_002,0.0484,2025-01-18T13:51:05Z,2025-01-18T14:03:37Z,ios
e696fa5658637023,camp_009,game_005,0.0,2025-01-29T14:07:36Z,2025-01-29T14:14:15Z,ios
ffae35742805c4c9,camp_005,game_003,0.0569,2025-01-26T06:13:25Z,2025-01-26T06:24:11Z,android
e1fffe1332871968,camp_003,game_002,0.0528,2025-01-07T16:07:28Z,2025-01-07T16:15:50Z,android
000b297bed670ea8,camp_006,game_003,0.0495,2025-01-21T16:23:01Z,2025-01-21T16:31:56Z,ios
5d4fed9242d8881f,camp_002,game_001,0.0418,2025-01-11T19:53:39Z,2025-01-11T20:12:25Z,ios
2320de1615ac80e4,camp_007,game_004,0.2142,2025-01-01T04:56:36Z,2025-01-01T05:18:31Z,android
8a85b6c83f6ff5fb,camp_006,game_003,0.0491,2025-01-21T12:17:03Z,2025-01-21T12:23:53Z,ios
d936d732add59859,camp_008,game_004,0.1424,2025-01-08T06:58:17Z,2025-01-08T07:06:46Z,ios
903d4d4debb5b7a6,camp_006,game_003,0.0579,2025-01-16T23:03:31Z,2025-01-16T23:08:46Z,ios
a54ad290df56bcfc,camp_002,game_001,0.0408,2025-01-10T18:36:04Z,2025-01-10T18:39:13Z,ios
b2aab555e940d6ea,camp_002,game_001,0.0359,2025-01-15T13:46:01Z,2025-01-15T14:03:41Z,android
8bd844a3778cef85,camp_009,game_005,0.0,2025-01-22T20:02:41Z,2025-01-22T20:07:12Z,android
092ebe44e579ccc1,camp_001,game_001,0.0525,2025-01-23T07:43:34Z,2025-01-23T07:50:04Z,ios
31dbd03382a88c1e,camp_002,game_001,0.0435,2025-01-05T13:49:39Z,2025-01-05T14:17:44Z,ios
5aac90f1f3e8d8ae,camp_002,game_001,0.0361,2025-01-07T08:09:59Z,2025-01-07T08:24:11Z,ios
be2590d5a49aaa1f,camp_007,game_004,0.1533,2025-01-17T12:06:31Z,2025-01-17T12:10:57Z,ios
7dffc3bba26237d7,camp_009,game_005,0.0,2025-01-04T20:17:32Z,2025-01-04T20:27:00Z,ios
adf7d9af4ad5fd39,camp_009,game_005,0.0,2025-01-29T10:01:12Z,2025-01-29T10:19:16Z,android
3cad20b3c1a24367,camp_007,game_004,0.1743,2025-01-20T11:23:34Z,2025-01-20T11:32:31Z,ios
62eb3204e68acbfb,camp_007,game_004,0.1678,2025-01-06T00:58:54Z,2025-01-06T01:26:53Z,android
65303f7424bd37fd,camp_001,game_001,0.0529,2025-01-15T21:49:12Z,2025-01-15T22:01:57Z,ios
657181de4112c83b,camp_006,game_003,0.0465,2025-01-18T00:55:59Z,2025-01-18T01:25:21Z,ios
6c6d35e98e7e91c3,camp_001,game_001,0.0473,2025-01-09T15:44:02Z,2025-01-09T15:49:44Z,ios
88e910f296f3fca6,camp_009,game_005,0.0,2025-01-12T01:36:07Z,2025-01-12T02:03:15Z,android
5ed7f2fa6d627e76,camp_006,game_003,0.0552,2025-01-15T03:19:23Z,2025-01-15T03:33:53Z,ios
1840eb4381c44ad1,camp_009,game_005,0.0,2025-01-02T17:55:13Z,2025-01-02T17:56:12Z,android
464e4669b51bfdda,camp_003,game_002,0.0683,2025-01-24T03:49:48Z,2025-01-24T04:01:36Z,android
50cf82ea18355314,camp_005,game_003,0.0636,2025-01-29T02:24:44Z,2025-01-29T02:44:34Z,ios
856598622971a8c5,camp_004,game_002,0.0507,2025-01-08T21:12:12Z,2025-01-08T21:38:31Z,android
db60cccd049c9e74,camp_008,game_004,0.1323,2025-01-22T07:27:14Z,2025-01-22T07:40:02Z,ios
be24e8f142f2b6ff,camp_001,game_001,0.0529,2025-01-30T10:48:10Z,2025-01-30T10:57:05Z,ios
d766a31ff27237ca,camp_007,game_004,0.1503,2025-01-14T18:52:06Z,2025-01-14T19:17:48Z,android
a5b5f90bcbbb75c4,camp_009,game_005,0.0,2025-01-08T02:26:10Z,2025-01-08T02:32:56Z,ios
ce8c0cc3ac23bf38,camp_009,game_005,0.0,2025-01-06T16:24:38Z,2025-01-06T16:47:20Z,ios
fc38664d410f6438,camp_005,game_003,0.0701,2025-01-18T19:44:40Z,2025-01-18T19:53:54Z,android
0a81a1a7e4e71916,camp_009,game_005,0.0,2025-01-07T09:22:55Z,2025-01-07T09:44:41Z,android
06a8aface25318c0,camp_003,game_002,0.0498,2025-01-09T23:19:39Z,2025-01-09T23:37:29Z,android
5dc4a39e2af61393,camp_006,game_003,0.0421,2025-01-16T22:39:16Z,2025-01-16T23:00:49Z,android
7390f0e2d55a85d2,camp_009,game_005,0.0,2025-01-12T16:53:48Z,2025-01-12T17:04:57Z,ios
c02c6e9cdf0fcbb0,camp_007,game_004,0.2015,2025-01-13T21:55:05Z,2025-01-13T21:56:17Z,android
ea7be25939bd9bf3,camp_008,game_004,0.1569,2025-01-08T09:22:10Z,2025-01-08T09:33:39Z,android
38d8b04c99418d46,camp_002,game_001,0.0434,2025-01-18T07:12:09Z,2025-01-18T07:12:55Z,android
aa5cc73c31d86d6b,camp_001,game_001,0.0458,2025-01-19T21:10:03Z,2025-01-19T21:20:43Z,android
25462b79cd83f83b,camp_007,game_004,0.165,2025-01-28T07:27:46Z,2025-01-28T07:48:14Z,android
ab20ef5b8e0f360e,camp_009,game_005,0.0,2025-01-14T13:37:54Z,2025-01-14T13:50:45Z,ios
67bc0441abdbd14b,camp_007,game_004,0.1731,2025-01-29T20:01:33Z,2025-01-29T20:03:43Z,android
1ba2958932260456,camp_001,game_001,0.0542,2025-01-12T16:11:59Z,2025-01-12T16:34:22Z,android
cc9a374d6ac7c827,camp_009,game_005,0.0,2025-01-27T15:52:13Z,2025-01-27T16:13:28Z,android
21534d0854e4dac4,camp_001,game_001,0.0403,2025-01-03T05:18:29Z,2025-01-03T05:42:05Z,android
1fdeaa47fbc40d94,camp_009,game_005,0.0,2025-01-11T02:01:42Z,2025-01-11T02:01:59Z,ios
60a1171167452405,camp_005,game_003,0.0667,2025-01-15T17:25:32Z,2025-01-15T17:51:22Z,ios
